trial_number,model_name,display_name,hyperparameters,selection_status,validation_verdict,error_message,rmse,mae,r2,composite_score,test_rmse,test_mae,test_r2,test_composite_score,validation_pass_rate,failed_count,hard_failed_count,warning_count,suspicious_count,durability_caution_count,dataset_anomaly_count
1,SVR,SVR,"{""C"": 0.488707270782677, ""epsilon"": 0.5619716408614089, ""kernel"": ""rbf"", ""gamma"": ""auto""}",no_improvement,WARN,,8.803888983834018,6.420631165955749,0.6935319840163574,0.7474537278068143,8.346009367095233,5.912866622520079,0.7313124708077361,0.7681228033689755,0.2824427480916031,0,0,188,70,188,85
2,SVR,SVR,"{""C"": 0.3082626861041972, ""epsilon"": 0.9909196631069089, ""kernel"": ""rbf"", ""gamma"": ""auto""}",no_improvement,WARN,,9.902623183662906,7.311735900031659,0.6123831165784683,0.7025579849381007,9.464085313525016,6.82246662104528,0.6545007832470235,0.7241505743149448,0.2824427480916031,0,0,188,73,188,88
3,LGBMRegressor,LightGBM,"{""n_estimators"": 200, ""learning_rate"": 0.010541693777773479, ""num_leaves"": 51, ""min_child_samples"": 14, ""subsample"": 0.6983504126230475, ""colsample_bytree"": 0.8084361796308561}",no_improvement,WARN,,5.1537053720513075,3.889588654534305,0.8949716125721132,0.8737343414881708,4.832942963071592,3.689990314332067,0.9099024226003177,0.8838711812675045,0.2824427480916031,0,0,188,68,188,84
4,Ridge,Ridge,"{""alpha"": 0.0011212279799719237, ""fit_intercept"": false, ""solver"": ""svd""}",rejected_validation_fail,FAIL,,35.942400595909376,35.33954291075507,-4.10885445085563,-1.2398982945955215,35.95622636799506,35.45358570734736,-3.9869841269104382,-1.2041766942707521,0.21374045801526717,133,133,188,133,188,27
5,RandomForestRegressor,RandomForest,"{""n_estimators"": 250, ""max_depth"": null, ""min_samples_split"": 6, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",no_improvement,WARN,,4.367254034322187,3.086700753937399,0.9245607135013681,0.8982535172219774,3.856039100420709,2.7814534079134083,0.9426448219791242,0.9126228808458959,0.2824427480916031,0,0,188,66,188,82
6,SVR,SVR,"{""C"": 1.8108300531213135, ""epsilon"": 0.6679506792483604, ""kernel"": ""rbf"", ""gamma"": ""scale""}",no_improvement,WARN,,6.535204669529692,4.705746741940457,0.8309598013955763,0.8304096767785203,6.177771472365218,4.327392352441037,0.8527845293355631,0.8441423946917398,0.2824427480916031,0,0,188,69,188,85
7,SVR,SVR,"{""C"": 1.203793422617749, ""epsilon"": 0.2599684704573277, ""kernel"": ""sigmoid"", ""gamma"": ""auto""}",rejected_validation_fail,FAIL,,10.682925898251398,7.744375515338573,0.5449721227876502,0.6688706458148442,12.66208380786563,9.19272445415342,0.3815563403461346,0.5837129004585231,0.2824427480916031,8,8,188,89,188,88
8,GradientBoostingRegressor,GradientBoosting,"{""n_estimators"": 300, ""learning_rate"": 0.05056878297248941, ""max_depth"": 6, ""min_samples_split"": 10, ""min_samples_leaf"": 5, ""subsample"": 0.8738305603626815}",new_best,WARN,,3.8558347529499946,2.431320247550317,0.9410627479612172,0.9141290812913303,2.9334614145414917,1.9352964412818248,0.9668066921209014,0.9376807964239573,0.2824427480916031,0,0,188,67,188,83
9,Ridge,Ridge,"{""alpha"": 8.465976906356712, ""fit_intercept"": true, ""solver"": ""cholesky""}",rejected_validation_fail,FAIL,,6.6115525850191945,4.982548394105672,0.8272548624059226,0.826656273056644,6.121630031920732,4.648154136860963,0.8554480575667017,0.8439223095673141,0.2824427480916031,1,1,188,69,188,84
10,Ridge,Ridge,"{""alpha"": 0.13091044395464618, ""fit_intercept"": false, ""solver"": ""cholesky""}",rejected_validation_fail,FAIL,,35.942697348517456,35.340002234035396,-4.108901041531,-1.2399190575223429,35.95684686932063,35.4537480597057,-3.9871562504770326,-1.2042380116679257,0.21374045801526717,133,133,188,133,188,27
11,GradientBoostingRegressor,GradientBoosting,"{""n_estimators"": 300, ""learning_rate"": 0.05300288332672192, ""max_depth"": 6, ""min_samples_split"": 10, ""min_samples_leaf"": 5, ""subsample"": 0.8860302343867247}",new_best,WARN,,3.819496365392464,2.3973316780003557,0.9421604497599907,0.9151635944321004,3.053083762315454,2.0041688258309907,0.9640443443110925,0.9347736291413805,0.2824427480916031,0,0,188,67,188,83
12,GradientBoostingRegressor,GradientBoosting,"{""n_estimators"": 300, ""learning_rate"": 0.05158072495191041, ""max_depth"": 6, ""min_samples_split"": 10, ""min_samples_leaf"": 5, ""subsample"": 0.8752951753506124}",new_best,WARN,,3.816283378255398,2.4059731068798427,0.9422322833230575,0.9151817044201541,3.0293261930443593,1.9674895771837972,0.9646017449556498,0.935483576143491,0.2824427480916031,0,0,188,67,188,83
13,GradientBoostingRegressor,GradientBoosting,"{""n_estimators"": 300, ""learning_rate"": 0.05148030751409633, ""max_depth"": 6, ""min_samples_split"": 10, ""min_samples_leaf"": 5, ""subsample"": 0.8583462343544248}",new_best,WARN,,3.7863945007125084,2.3948744297432745,0.9432594718461326,0.9159746715287975,2.9301424824151856,1.917098267494321,0.9668817597621497,0.9378529924282383,0.2824427480916031,0,0,188,66,188,82
14,XGBRegressor,XGBoost,"{""n_estimators"": 300, ""learning_rate"": 0.25352669205726, ""max_depth"": 5, ""min_child_weight"": 5.852729732859923, ""subsample"": 0.9670776159533508, ""colsample_bytree"": 0.8562823960979661, ""reg_alpha"": 1.6524871133162465e-06}",new_best,WARN,,3.775025578287301,2.366979017977491,0.9436089896438347,0.9163976712021853,2.8281459640008064,1.7352018126985573,0.9691472830858416,0.9410006713536729,0.2824427480916031,0,0,188,65,188,82
15,XGBRegressor,XGBoost,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 5.934132053494995, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01}",no_improvement,WARN,,3.77322695299335,2.5092871959271497,0.9435335098139686,0.9155965158702747,3.162365864189246,2.2127752073418976,0.9614242835412783,0.9312658095296706,0.2824427480916031,0,0,188,65,188,81
16,XGBRegressor,XGBoost,"{""n_estimators"": 350, ""learning_rate"": 0.27801740307039, ""max_depth"": 6, ""min_child_weight"": 1.7284990281279304, ""subsample"": 0.9988265699645702, ""colsample_bytree"": 0.9957061131596061, ""reg_alpha"": 2.094164185660082e-06}",no_improvement,WARN,,3.9468388287089566,2.4769229919717732,0.9384594203684113,0.9118052411547012,2.954198710576023,1.7562117933532269,0.9663357314589748,0.9382583074687734,0.2824427480916031,0,0,188,65,188,83
17,XGBRegressor,XGBoost,"{""n_estimators"": 150, ""learning_rate"": 0.2914613854898048, ""max_depth"": 10, ""min_child_weight"": 9.24536169844323, ""subsample"": 0.9953535856870588, ""colsample_bytree"": 0.6185305142292998, ""reg_alpha"": 1.609080644049751e-05}",no_improvement,WARN,,3.8939821106935684,2.4286272604144536,0.9398231300046016,0.9132336634024438,2.988104161774713,1.8733294641228524,0.9655585649343226,0.9368847101737583,0.2824427480916031,0,0,188,67,188,82
18,LGBMRegressor,LightGBM,"{""n_estimators"": 450, ""learning_rate"": 0.2584532721194543, ""num_leaves"": 15, ""min_child_samples"": 29, ""subsample"": 0.9955475535187328, ""colsample_bytree"": 0.6007784065566838}",new_best,WARN,,3.749485859665802,2.3262960105408164,0.9438822275200808,0.9170701558444445,2.5358804566854003,1.651350268446147,0.9751945375811626,0.9474161249147393,0.2824427480916031,0,0,188,64,188,81
