trial_number,model_name,display_name,hyperparameters,selection_status,validation_verdict,error_message,rmse,mae,r2,composite_score,test_rmse,test_mae,test_r2,test_composite_score,validation_pass_rate,failed_count,hard_failed_count,warning_count,suspicious_count,durability_caution_count,dataset_anomaly_count
11,LGBMRegressor,LightGBM,"{""n_estimators"": 200, ""learning_rate"": 0.024779530704866885, ""num_leaves"": 15, ""min_child_samples"": 13, ""subsample"": 0.6742592372106383, ""colsample_bytree"": 0.6669801132131072}",no_improvement,WARN,,4.266477006650094,3.0945295650386773,0.9279585603401784,0.9006518939328692,4.061376272836529,3.0063268687970144,0.9363737645010166,0.9065713065063367,0.2824427480916031,0,0,188,66,188,82
12,XGBRegressor,XGBoost,"{""n_estimators"": 450, ""learning_rate"": 0.056827017426438434, ""max_depth"": 5, ""min_child_weight"": 1.257654155631554, ""subsample"": 0.9380318008367209, ""colsample_bytree"": 0.6087361514786637, ""reg_alpha"": 1.9168417924963926e-06}",no_improvement,WARN,,3.66935850108824,2.363706733153359,0.9467556137012345,0.9188524531911033,2.71593175703912,1.8178649976699592,0.9715470382145992,0.9428383981843059,0.2824427480916031,0,0,188,64,188,80
13,XGBRegressor,XGBoost,"{""n_estimators"": 400, ""learning_rate"": 0.2702658562157597, ""max_depth"": 7, ""min_child_weight"": 4.953276328867817, ""subsample"": 0.6212329133044392, ""colsample_bytree"": 0.6152268871527609, ""reg_alpha"": 1.936007716865463e-06}",no_improvement,WARN,,3.924209348129158,2.4271039828154057,0.9389357085294894,0.9125491505025898,2.9545001025828204,1.8573707826856467,0.9663288621451542,0.9376805330991252,0.2824427480916031,0,0,188,66,188,82
14,XGBRegressor,XGBoost,"{""n_estimators"": 150, ""learning_rate"": 0.07406916675867566, ""max_depth"": 6, ""min_child_weight"": 1.1657017362382227, ""subsample"": 0.9956535742172615, ""colsample_bytree"": 0.6098998493451457, ""reg_alpha"": 1.3356911658263118e-06}",no_improvement,WARN,,3.829830030079929,2.5343640202462248,0.9419693960223416,0.914186229391125,3.0020329127192484,2.064080676477901,0.965236725906542,0.9355138738676054,0.2824427480916031,0,0,188,66,188,82
15,XGBRegressor,XGBoost,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 5.62593954641851, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01}",no_improvement,WARN,,3.77322695299335,2.5092871959271497,0.9435335098139686,0.9155965158702747,3.162365864189246,2.2127752073418976,0.9614242835412783,0.9312658095296706,0.2824427480916031,0,0,188,65,188,81
16,LGBMRegressor,LightGBM,"{""n_estimators"": 500, ""learning_rate"": 0.24302240248455753, ""num_leaves"": 61, ""min_child_samples"": 28, ""subsample"": 0.9797560265026143, ""colsample_bytree"": 0.9854503338750845}",new_best,WARN,,3.624084343323152,2.2171523741891273,0.9479592028143934,0.9206808253705566,2.7241866133110095,1.6540178718871394,0.9713738143834427,0.9435954383438547,0.2824427480916031,0,0,188,65,188,82
17,LGBMRegressor,LightGBM,"{""n_estimators"": 500, ""learning_rate"": 0.28449185196015453, ""num_leaves"": 63, ""min_child_samples"": 29, ""subsample"": 0.9910100184891476, ""colsample_bytree"": 0.9945548751338545}",no_improvement,WARN,,3.845338883640507,2.3107940927036297,0.9412398964385474,0.9150113204508026,2.821721848301348,1.74526204681785,0.9692872873988995,0.94107656754989,0.2824427480916031,0,0,188,64,188,81
18,LGBMRegressor,LightGBM,"{""n_estimators"": 500, ""learning_rate"": 0.29060855993188023, ""num_leaves"": 63, ""min_child_samples"": 30, ""subsample"": 0.980469829459778, ""colsample_bytree"": 0.9816949074121343}",no_improvement,WARN,,3.799409527962047,2.275948225213189,0.942414660648588,0.9162092460839825,2.7036696336571513,1.7138680213789665,0.9718033820047679,0.9436759653381883,0.2824427480916031,0,0,188,65,188,82
19,RandomForestRegressor,RandomForest,"{""n_estimators"": 600, ""max_depth"": 8, ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": null}",no_improvement,WARN,,4.93145408578877,3.590067187425221,0.9036151401568967,0.8811582245350699,4.736880418191281,3.452515244726306,0.913448496519499,0.8876331904377734,0.2824427480916031,0,0,188,67,188,83
20,SVR,SVR,"{""C"": 0.13478472421251278, ""epsilon"": 0.9957209099129815, ""kernel"": ""sigmoid"", ""gamma"": ""auto""}",no_improvement,WARN,,8.850246239867001,6.866355950147766,0.6904659817835638,0.7433612921756795,8.30782176968424,6.231115154409723,0.7337656330193665,0.7676002484813496,0.2824427480916031,0,0,188,73,188,86
21,LGBMRegressor,LightGBM,"{""n_estimators"": 350, ""learning_rate"": 0.07662383555693174, ""num_leaves"": 42, ""min_child_samples"": 21, ""subsample"": 0.8267758997415875, ""colsample_bytree"": 0.8139689607564652}",no_improvement,WARN,,3.6889864402166976,2.2759357581273685,0.9458353167136264,0.9187949905736148,2.8939321028509073,1.8699277540169421,0.9676952451929778,0.9388748989336039,0.2824427480916031,0,0,188,65,188,81
22,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.012612439310474802, ""max_depth"": 10, ""min_child_weight"": 5.082961413971128, ""subsample"": 0.6082637884604597, ""colsample_bytree"": 0.6803403188678276, ""reg_alpha"": 6.309642782772119e-05}",no_improvement,WARN,,3.9097757346451383,2.5766364581125694,0.9394180522961838,0.9120529722138847,3.2854668140594647,2.2360240671054075,0.9583625673065357,0.9284774360895265,0.2824427480916031,0,0,188,68,188,84
23,XGBRegressor,XGBoost,"{""n_estimators"": 300, ""learning_rate"": 0.17106087094713998, ""max_depth"": 7, ""min_child_weight"": 7.815075662519718, ""subsample"": 0.7204447389879073, ""colsample_bytree"": 0.987430154588275, ""reg_alpha"": 0.00013305036495253668}",no_improvement,WARN,,3.72638692642155,2.3515944258698367,0.9450693386036123,0.9176095963015601,2.8589002229053055,1.8250794105840946,0.968472628004763,0.9398562128349864,0.2824427480916031,0,0,188,66,188,82
24,LGBMRegressor,LightGBM,"{""n_estimators"": 350, ""learning_rate"": 0.0920928837485652, ""num_leaves"": 43, ""min_child_samples"": 6, ""subsample"": 0.8354551492659098, ""colsample_bytree"": 0.8357768182062295}",no_improvement,WARN,,3.8823741891004344,2.3081430326373655,0.9401821335530955,0.9141859274652778,2.95235703694172,1.8173868135063231,0.9663776915819221,0.9379513212817242,0.2824427480916031,0,0,188,65,188,82
25,XGBRegressor,XGBoost,"{""n_estimators"": 400, ""learning_rate"": 0.024351456049439106, ""max_depth"": 5, ""min_child_weight"": 2.9316706066179345, ""subsample"": 0.9126107551911684, ""colsample_bytree"": 0.698634971928331, ""reg_alpha"": 3.415294815830755e-05}",no_improvement,WARN,,3.908095151274028,2.6579010762515276,0.9395858940557211,0.9116679873635033,3.2771935997862576,2.3310308127078336,0.958571999759192,0.9281204038687304,0.2824427480916031,0,0,188,67,188,83
26,Ridge,Ridge,"{""alpha"": 0.0013633631103682157, ""fit_intercept"": false, ""solver"": ""svd""}",rejected_validation_fail,FAIL,,35.94240108153592,35.339543754903126,-4.108854515682138,-1.2398983256705298,35.95622758054653,35.453586073955314,-3.9869844632624787,-1.2041768143719258,0.21374045801526717,133,133,188,133,188,27
27,SVR,SVR,"{""C"": 0.6044093489082535, ""epsilon"": 0.18033001634044535, ""kernel"": ""rbf"", ""gamma"": ""auto""}",no_improvement,WARN,,8.306940355655243,6.0486496854702185,0.7270931738628178,0.7666417241239027,7.855055196229275,5.529962969295772,0.7619938077896272,0.7864238860568823,0.2824427480916031,0,0,188,68,188,84
28,RandomForestRegressor,RandomForest,"{""n_estimators"": 100, ""max_depth"": 14, ""min_samples_split"": 6, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",no_improvement,WARN,,4.792754961083835,3.479269777322469,0.9091471892091658,0.8854025572672539,4.364565568660902,3.1761645794266595,0.9265195480932372,0.8983737461573101,0.2824427480916031,0,0,188,66,188,82
29,LGBMRegressor,LightGBM,"{""n_estimators"": 200, ""learning_rate"": 0.019156624241041177, ""num_leaves"": 26, ""min_child_samples"": 21, ""subsample"": 0.6052065576727075, ""colsample_bytree"": 0.8956583824617866}",no_improvement,WARN,,4.4926401607381825,3.2208367638504276,0.9201473252942935,0.8944009567906149,4.1993515588639525,3.02646006893978,0.931977241083933,0.9031900251051408,0.2824427480916031,0,0,188,67,188,83
30,LGBMRegressor,LightGBM,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 25, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",no_improvement,WARN,,3.7702203217559456,2.4407605396593484,0.9436794083222807,0.9160698611422692,3.069659700753813,2.069050023633834,0.9636528603603178,0.9340555659088691,0.2824427480916031,0,0,188,65,188,81
31,SVR,SVR,"{""C"": 97.67308141712002, ""epsilon"": 0.0017166001346114149, ""kernel"": ""poly"", ""gamma"": ""scale""}",rejected_validation_fail,FAIL,,6.153736392333927,4.354007894304404,0.8503223926392222,0.843592841200868,5.724693901064151,4.005214931242433,0.8735862502111823,0.8586016224804526,0.2824427480916031,2,2,188,79,188,92
32,LGBMRegressor,LightGBM,"{""n_estimators"": 400, ""learning_rate"": 0.10791976967146824, ""num_leaves"": 47, ""min_child_samples"": 21, ""subsample"": 0.8731837670328435, ""colsample_bytree"": 0.6950226948330742}",no_improvement,WARN,,3.68884141002314,2.2606927715752905,0.9460380795597858,0.91894397678421,2.7399560499356994,1.722945527171109,0.9710414396653789,0.9428836390647786,0.2824427480916031,0,0,188,64,188,81
33,LGBMRegressor,LightGBM,"{""n_estimators"": 450, ""learning_rate"": 0.16698121312953534, ""num_leaves"": 52, ""min_child_samples"": 24, ""subsample"": 0.9172722089101681, ""colsample_bytree"": 0.66212408982332}",new_best,WARN,,3.581627203141154,2.172395221051977,0.9490880192416856,0.9218719192793832,2.706839370617125,1.702505910097642,0.9717372287643913,0.9436755396610315,0.2824427480916031,0,0,188,66,188,82
34,LGBMRegressor,LightGBM,"{""n_estimators"": 450, ""learning_rate"": 0.14835416993700104, ""num_leaves"": 50, ""min_child_samples"": 24, ""subsample"": 0.914372629553429, ""colsample_bytree"": 0.6512489591871709}",no_improvement,WARN,,3.712799414445867,2.2265232472379166,0.9452767222671137,0.918570243788533,2.8043200969388127,1.7739013044708902,0.9696649341031385,0.9412738360921862,0.2824427480916031,0,0,188,64,188,81
35,LGBMRegressor,LightGBM,"{""n_estimators"": 400, ""learning_rate"": 0.1586586876487385, ""num_leaves"": 53, ""min_child_samples"": 25, ""subsample"": 0.8991627649647873, ""colsample_bytree"": 0.6923074055686925}",no_improvement,WARN,,3.739058003200557,2.2762248998088004,0.944127551016039,0.9175738794988846,2.727495427506003,1.694422965247237,0.9713042330619314,0.9432995820529098,0.2824427480916031,0,0,188,64,188,81
36,LGBMRegressor,LightGBM,"{""n_estimators"": 450, ""learning_rate"": 0.16825906420151981, ""num_leaves"": 53, ""min_child_samples"": 25, ""subsample"": 0.9061340708531943, ""colsample_bytree"": 0.6056324731330217}",no_improvement,WARN,,3.7856566017466413,2.26569265900572,0.9430086933064302,0.9166396196711722,2.7320917540393332,1.7090928670851557,0.9712074363837149,0.9431227585762375,0.2824427480916031,0,0,188,64,188,81
37,GradientBoostingRegressor,GradientBoosting,"{""n_estimators"": 100, ""learning_rate"": 0.2569128747192373, ""max_depth"": 6, ""min_samples_split"": 12, ""min_samples_leaf"": 1, ""subsample"": 0.639690431365166}",no_improvement,WARN,,3.9620858407677835,2.4925967377522475,0.9378111098262881,0.9113068757770865,3.0965570199651102,2.0028557610560527,0.9630130996639594,0.9338577115953948,0.2824427480916031,0,0,188,67,188,83
38,LGBMRegressor,LightGBM,"{""n_estimators"": 450, ""learning_rate"": 0.10867154709617807, ""num_leaves"": 56, ""min_child_samples"": 18, ""subsample"": 0.9370292337176666, ""colsample_bytree"": 0.7316671311285123}",no_improvement,WARN,,3.7936987007276786,2.273319319493983,0.9429204835776863,0.9164564964736053,2.7268551560385563,1.6791937775854604,0.9713177039730894,0.943398696898531,0.2824427480916031,0,0,188,65,188,82
39,LGBMRegressor,LightGBM,"{""n_estimators"": 400, ""learning_rate"": 0.2048592684742235, ""num_leaves"": 47, ""min_child_samples"": 27, ""subsample"": 0.8615650993991621, ""colsample_bytree"": 0.7404780238432143}",no_improvement,WARN,,3.7303762593119423,2.262012384470563,0.944699870296715,0.917948473247326,2.585081769006368,1.6326209762853745,0.9742226455236926,0.9465355032669566,0.2824427480916031,0,0,188,66,188,83
40,Ridge,Ridge,"{""alpha"": 0.00437189734621674, ""fit_intercept"": true, ""solver"": ""lsqr""}",rejected_validation_fail,FAIL,,6.567907697463594,4.926754859369824,0.8294463574041444,0.8282452903979438,5.991464781180315,4.4689342624818496,0.8615299670172482,0.8485976039217299,0.2824427480916031,1,1,188,69,188,84
41,GradientBoostingRegressor,GradientBoosting,"{""n_estimators"": 100, ""learning_rate"": 0.2596426899895438, ""max_depth"": 6, ""min_samples_split"": 2, ""min_samples_leaf"": 6, ""subsample"": 0.9819384661537337}",no_improvement,WARN,,3.8784717665315207,2.456657741586512,0.940173233669014,0.9133993962072398,2.862313334572917,1.8610911290485392,0.9683973048622657,0.9395819796384479,0.2824427480916031,0,0,188,65,188,81
42,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.12321270558039535, ""max_depth"": 9, ""min_child_weight"": 6.949904392466462, ""subsample"": 0.8865090091101907, ""colsample_bytree"": 0.6002831030953918, ""reg_alpha"": 0.004627845565234225}",no_improvement,WARN,,3.8093746955476595,2.2730485814123575,0.9424666882210747,0.9161004991965058,2.717736234360217,1.6840101760911521,0.971509217101977,0.9435577267441665,0.2824427480916031,0,0,188,66,188,82
43,XGBRegressor,XGBoost,"{""n_estimators"": 350, ""learning_rate"": 0.03182719350166864, ""max_depth"": 3, ""min_child_weight"": 9.646191738349254, ""subsample"": 0.6952137262477144, ""colsample_bytree"": 0.6831365574252268, ""reg_alpha"": 7.281139187739073e-06}",no_improvement,WARN,,4.316705150618981,3.165417755797632,0.9262266611211303,0.8990225104674906,4.097648083109753,3.0301320399538505,0.9352322084650099,0.9055821043688499,0.2824427480916031,0,0,188,66,188,83
44,XGBRegressor,XGBoost,"{""n_estimators"": 200, ""learning_rate"": 0.10406819332263399, ""max_depth"": 5, ""min_child_weight"": 3.593420953913146, ""subsample"": 0.9929428185177753, ""colsample_bytree"": 0.8887794797706918, ""reg_alpha"": 0.000654600383351069}",no_improvement,WARN,,3.79910169104351,2.5077585168202425,0.9427369720938152,0.9150007678546935,3.019645633023098,2.0560618426885258,0.9648276218551559,0.9351877018552858,0.2824427480916031,0,0,188,65,188,82
45,LGBMRegressor,LightGBM,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 25, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",no_improvement,WARN,,3.7702203217559456,2.4407605396593484,0.9436794083222807,0.9160698611422692,3.069659700753813,2.069050023633834,0.9636528603603178,0.9340555659088691,0.2824427480916031,0,0,188,65,188,81
46,RandomForestRegressor,RandomForest,"{""n_estimators"": 550, ""max_depth"": 6, ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",no_improvement,WARN,,5.250652647750198,3.956977927679997,0.8910340309341114,0.870803216587384,4.988707584041929,3.8391144643880035,0.90400118535714,0.879058568877255,0.2824427480916031,0,0,188,67,188,83
47,XGBRegressor,XGBoost,"{""n_estimators"": 250, ""learning_rate"": 0.03117271846268731, ""max_depth"": 8, ""min_child_weight"": 6.180744214025956, ""subsample"": 0.692907554448662, ""colsample_bytree"": 0.6588016190689245, ""reg_alpha"": 0.05440445601513962}",no_improvement,WARN,,3.854281465967125,2.541564304072928,0.9410971805037776,0.9135385682000037,3.121463249785033,2.174578929985256,0.9624157207366792,0.9323566724625292,0.2824427480916031,0,0,188,66,188,82
48,Ridge,Ridge,"{""alpha"": 0.15438265719709748, ""fit_intercept"": false, ""solver"": ""auto""}",rejected_validation_fail,FAIL,,35.942757984975,35.340086547242755,-4.108911746153156,-1.2399236015559012,35.9569529594513,35.45377049144394,-3.987185679578017,-1.2042484654013088,0.21374045801526717,133,133,188,133,188,27
