trial_number,model_name,display_name,hyperparameters,selection_status,validation_verdict,error_message,rmse,mae,r2,composite_score,test_rmse,test_mae,test_r2,test_composite_score,validation_pass_rate,failed_count,hard_failed_count,warning_count,suspicious_count,durability_caution_count,dataset_anomaly_count
1,HistGradientBoostingRegressor,HistGradientBoosting,"{""learning_rate"": 0.03581469519842854, ""max_depth"": 3, ""max_leaf_nodes"": 40, ""min_samples_leaf"": 19, ""l2_regularization"": 0.9329804363840617}",no_improvement,WARN,,5.545056637364813,4.255408916933932,0.8784396596824307,0.8611812463404638,5.341738189932203,4.223898351153633,0.8899335470234218,0.8676788336618616,0.2824427480916031,0,0,188,66,188,83
2,HistGradientBoostingRegressor,HistGradientBoosting,"{""learning_rate"": 0.017435870897751903, ""max_depth"": 5, ""max_leaf_nodes"": 21, ""min_samples_leaf"": 15, ""l2_regularization"": 0.0032399913028876132}",no_improvement,WARN,,6.005236779421681,4.691587619669787,0.8574781003909994,0.845929754756855,5.918422736476367,4.712632962441553,0.8648855683328569,0.8492591606202906,0.2824427480916031,0,0,188,68,188,83
3,XGBRegressor,XGBoost,"{""n_estimators"": 350, ""learning_rate"": 0.043203413176990293, ""max_depth"": 8, ""min_child_weight"": 4.539442220870642, ""subsample"": 0.6439525811988809, ""colsample_bytree"": 0.9264532795541052, ""reg_alpha"": 2.3912506885805597e-05, ""reg_lambda"": 0.00392397120915593}",new_best,WARN,,3.786274338944684,2.3719477659158574,0.942858654462275,0.9159856383095252,2.8873747731703165,1.8670530026546353,0.9678414773262982,0.9390276158299435,0.2824427480916031,0,0,188,66,188,82
4,LGBMRegressor,LightGBM,"{""n_estimators"": 150, ""learning_rate"": 0.017567233902640325, ""num_leaves"": 49, ""min_child_samples"": 20, ""subsample"": 0.6730968784607863, ""colsample_bytree"": 0.6717384173564485, ""reg_lambda"": 0.1657210733713911}",no_improvement,WARN,,4.880110821733256,3.6271684337546026,0.905823005518965,0.8823361034366077,4.633864544647727,3.467370968068033,0.9171721395618003,0.8901212289424824,0.2824427480916031,0,0,188,67,188,83
5,LGBMRegressor,LightGBM,"{""n_estimators"": 350, ""learning_rate"": 0.010163399780847033, ""num_leaves"": 25, ""min_child_samples"": 24, ""subsample"": 0.8322957183283843, ""colsample_bytree"": 0.6015518528215695, ""reg_lambda"": 0.0023990558524704525}",no_improvement,WARN,,4.604765980188786,3.3394709524811965,0.9161878225154865,0.8909594052524901,4.276729934999367,3.126893441280284,0.9294473343616902,0.9007708999104658,0.2824427480916031,0,0,188,68,188,84
6,RandomForestRegressor,RandomForest,"{""n_estimators"": 250, ""max_depth"": 6, ""min_samples_split"": 9, ""min_samples_leaf"": 2, ""max_features"": null}",no_improvement,WARN,,5.358276444154766,3.959528838081147,0.8863150728014281,0.8678531752423212,5.225150356225385,3.8485135071801406,0.8946856969476912,0.8728716049748351,0.2824427480916031,0,0,188,66,188,82
7,ExtraTreesRegressor,ExtraTrees,"{""n_estimators"": 600, ""max_depth"": 10, ""min_samples_split"": 7, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",no_improvement,WARN,,5.245717658176625,3.9443958018770227,0.8912944917752,0.8710221281126594,4.960163258952296,3.737772362841629,0.9050966121164942,0.8803628126752313,0.2824427480916031,0,0,188,67,188,83
8,XGBRegressor,XGBoost,"{""n_estimators"": 350, ""learning_rate"": 0.03669521797270215, ""max_depth"": 3, ""min_child_weight"": 4.7747344116395904, ""subsample"": 0.7997649990470986, ""colsample_bytree"": 0.744186070867579, ""reg_alpha"": 0.00040445316786228173, ""reg_lambda"": 0.23379340045817076}",no_improvement,WARN,,4.155212588360366,3.017190892380177,0.9316860289746918,0.9037783874413073,3.844112142245776,2.8861532521683464,0.9429990792118182,0.9123061396880516,0.2824427480916031,0,0,188,66,188,83
9,ExtraTreesRegressor,ExtraTrees,"{""n_estimators"": 800, ""max_depth"": null, ""min_samples_split"": 4, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",no_improvement,WARN,,5.0426609347918925,3.7352479554426354,0.899540876890309,0.8775452589957894,4.677420247053665,3.4357801353998867,0.9156077518140824,0.8892152462124792,0.2824427480916031,0,0,188,65,188,81
10,XGBRegressor,XGBoost,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 4.872438356990495, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 0.007867968441080555}",new_best,WARN,,3.750782810488512,2.4941152022550703,0.9443208248478685,0.9162353913949737,3.078474423604504,2.1470856037916057,0.9634438144049462,0.933427533351548,0.2824427480916031,0,0,188,65,188,81
11,CatBoostRegressor,CatBoost,"{""iterations"": 300, ""learning_rate"": 0.03344988649416884, ""depth"": 6, ""l2_leaf_reg"": 2.1642820184392253, ""bagging_temperature"": 4.441099302584153, ""random_strength"": 1.760967341065543}",no_improvement,WARN,,4.404421892146426,3.2261457662555166,0.9232987140452694,0.8965622665556082,4.090397370610419,3.067821823810654,0.9354612164914113,0.9055402934485075,0.2824427480916031,0,0,188,68,188,84
12,XGBRegressor,XGBoost,"{""n_estimators"": 300, ""learning_rate"": 0.05135703075406829, ""max_depth"": 8, ""min_child_weight"": 4.48988198430597, ""subsample"": 0.6375981964201034, ""colsample_bytree"": 0.9698912910070879, ""reg_alpha"": 0.009764399274973112, ""reg_lambda"": 0.0016776299354187983}",no_improvement,WARN,,3.836270763631611,2.397418413863508,0.9416781800570317,0.9147815229728704,2.765447169680689,1.807263854792706,0.9705001025310044,0.9418849107738307,0.2824427480916031,0,0,188,66,188,82
13,XGBRegressor,XGBoost,"{""n_estimators"": 350, ""learning_rate"": 0.14201457240163975, ""max_depth"": 6, ""min_child_weight"": 8.285852838343425, ""subsample"": 0.7525518600911624, ""colsample_bytree"": 0.8997780184437265, ""reg_alpha"": 3.3267167593153696e-06, ""reg_lambda"": 0.0019577938943254854}",new_best,WARN,,3.7204303525963347,2.3602801051166766,0.9450454610588966,0.9176374899610578,2.997795904916948,1.9200827378409788,0.9653347850052953,0.9364165883190552,0.2824427480916031,0,0,188,61,188,78
14,XGBRegressor,XGBoost,"{""n_estimators"": 100, ""learning_rate"": 0.250685844034486, ""max_depth"": 5, ""min_child_weight"": 9.564134912358455, ""subsample"": 0.8250516276370349, ""colsample_bytree"": 0.82167348915717, ""reg_alpha"": 6.199619776934771, ""reg_lambda"": 0.008431764797198227}",no_improvement,WARN,,3.8005792220706454,2.57092062523507,0.9427832785727542,0.9146369840321631,3.1099394432987877,2.167705337017214,0.9626927154934971,0.9326413482873581,0.2824427480916031,0,0,188,66,188,83
15,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.1688817332576073, ""max_depth"": 5, ""min_child_weight"": 8.569536458792067, ""subsample"": 0.7776637700613296, ""colsample_bytree"": 0.6038023815555389, ""reg_alpha"": 0.02092151871899521, ""reg_lambda"": 8.39464218283701}",new_best,WARN,,3.6087276392542336,2.297529547247604,0.9483454779653842,0.9205595281838159,2.6268952801310124,1.7505285000421957,0.9733820077403607,0.9450267191137985,0.2824427480916031,0,0,188,65,188,81
16,CatBoostRegressor,CatBoost,"{""iterations"": 800, ""learning_rate"": 0.19594841004158267, ""depth"": 10, ""l2_leaf_reg"": 9.367074843687082, ""bagging_temperature"": 0.16054512563864076, ""random_strength"": 0.0033570481867980506}",no_improvement,WARN,,3.8708147379876094,2.276856035819974,0.940543613605833,0.9146343660014279,2.5826134462546646,1.5258782932736499,0.9742718481870509,0.9471881234898649,0.2824427480916031,0,0,188,65,188,81
17,RandomForestRegressor,RandomForest,"{""n_estimators"": 600, ""max_depth"": 18, ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",no_improvement,WARN,,4.776749248483907,3.470755723401613,0.909777313056218,0.8858657357671396,4.363813460002011,3.177038768965762,0.9265448704404764,0.8983870263183877,0.2824427480916031,0,0,188,67,188,83
18,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.22018291693640044, ""max_depth"": 6, ""min_child_weight"": 8.873117713395649, ""subsample"": 0.9670909765431165, ""colsample_bytree"": 0.6002322944578483, ""reg_alpha"": 1.3773811568103568e-06, ""reg_lambda"": 7.896618627691067}",no_improvement,WARN,,3.7788249712469644,2.3379621915385083,0.9432503164527877,0.9164003302924817,2.712522939407792,1.6734349346158255,0.9716184170995421,0.943723853365414,0.2824427480916031,0,0,188,64,188,80
19,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.12592770484471402, ""max_depth"": 3, ""min_child_weight"": 7.568953841629558, ""subsample"": 0.7368084468763147, ""colsample_bytree"": 0.6099930274939478, ""reg_alpha"": 0.8585217983008967, ""reg_lambda"": 4.62423415000375}",no_improvement,WARN,,3.77045722830949,2.545659522678638,0.9437732685602123,0.9155020887571916,3.217464901160036,2.369991356717527,0.9600683358347692,0.929192745992804,0.2824427480916031,0,0,188,63,188,80
20,XGBRegressor,XGBoost,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 7.285041669286188, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 0.1607258494425023}",no_improvement,WARN,,3.7521392082957363,2.504249561869333,0.9442484522602582,0.9161372735612459,3.2774584323657865,2.2659682672811514,0.9585653038304094,0.9284821996531424,0.2824427480916031,0,0,188,67,188,83
21,LGBMRegressor,LightGBM,"{""n_estimators"": 500, ""learning_rate"": 0.29874621572913185, ""num_leaves"": 63, ""min_child_samples"": 5, ""subsample"": 0.9617492629413117, ""colsample_bytree"": 0.9695237850846482, ""reg_lambda"": 9.077675084025898}",no_improvement,WARN,,3.8649408725886003,2.34137185142444,0.9408517177509207,0.9144452961594245,3.0044751353694963,1.780607277696039,0.9651801414574264,0.9370637767878713,0.2824427480916031,0,0,188,64,188,80
22,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.17222298876919942, ""max_depth"": 6, ""min_child_weight"": 9.463274799618405, ""subsample"": 0.9936907631519021, ""colsample_bytree"": 0.6020844999908973, ""reg_alpha"": 1.9134656864378942e-06, ""reg_lambda"": 9.669014063831545}",new_best,WARN,,3.5902016514200525,2.2332433189225993,0.9488621450715378,0.9213393253744547,2.616088818451988,1.5984976269034115,0.9736005582544123,0.9461037385576493,0.2824427480916031,0,0,188,67,188,83
23,XGBRegressor,XGBoost,"{""n_estimators"": 450, ""learning_rate"": 0.11327444318317702, ""max_depth"": 7, ""min_child_weight"": 7.817711198491403, ""subsample"": 0.9903134078087619, ""colsample_bytree"": 0.6613106455019148, ""reg_alpha"": 1.1419074541764765e-06, ""reg_lambda"": 1.1532174640885646}",no_improvement,WARN,,3.741391963376165,2.3210326595372037,0.9446018610784858,0.9174300871431396,2.655340507575693,1.6615333607754,0.9728024229660915,0.9449538612596409,0.2824427480916031,0,0,188,64,188,81
24,XGBRegressor,XGBoost,"{""n_estimators"": 400, ""learning_rate"": 0.015460529903062745, ""max_depth"": 10, ""min_child_weight"": 2.049174545496366, ""subsample"": 0.8902576744086682, ""colsample_bytree"": 0.6766542837658829, ""reg_alpha"": 3.98840664057983e-05, ""reg_lambda"": 2.2164301007227354}",no_improvement,WARN,,3.9219353687761993,2.506763981182549,0.9390128264786446,0.9121543935450496,3.1927317552981807,2.0983621860803288,0.9606798978260407,0.931259974466259,0.2824427480916031,0,0,188,65,188,81
25,XGBRegressor,XGBoost,"{""n_estimators"": 200, ""learning_rate"": 0.13110772625628106, ""max_depth"": 6, ""min_child_weight"": 9.943185631234927, ""subsample"": 0.7175945905293454, ""colsample_bytree"": 0.8836919120420627, ""reg_alpha"": 0.16553742552894213, ""reg_lambda"": 0.03444342017700675}",no_improvement,WARN,,3.7367236707577143,2.469713380847483,0.9446968611863509,0.9166846042508369,2.9785174483603334,1.9971495582695853,0.965779206847965,0.9363868215628457,0.2824427480916031,0,0,188,62,188,79
26,CatBoostRegressor,CatBoost,"{""iterations"": 700, ""learning_rate"": 0.011174012296233087, ""depth"": 4, ""l2_leaf_reg"": 9.880560581108567, ""bagging_temperature"": 1.4381612547759706, ""random_strength"": 0.5752374537989052}",no_improvement,WARN,,5.069875579828922,3.841396211303658,0.8984788887276949,0.8762426750717146,4.898829551934549,3.758565864086021,0.9074291115034128,0.8818112983324992,0.2824427480916031,0,0,188,66,188,82
27,HistGradientBoostingRegressor,HistGradientBoosting,"{""learning_rate"": 0.18280082485292906, ""max_depth"": 7, ""max_leaf_nodes"": 62, ""min_samples_leaf"": 30, ""l2_regularization"": 0.00011553675272164658}",no_improvement,WARN,,3.8970284627609564,2.6861405283139965,0.9398560717781894,0.9117458052676672,3.2684365306945,2.381770721922517,0.9587931054963158,0.928023774710141,0.2824427480916031,0,0,188,67,188,84
28,RandomForestRegressor,RandomForest,"{""n_estimators"": 100, ""max_depth"": 10, ""min_samples_split"": 4, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",no_improvement,WARN,,4.425142083140264,3.158190359812705,0.9225557358250575,0.8964306338741366,3.8926969202124764,2.883498826635816,0.9415491330543796,0.911200000463879,0.2824427480916031,0,0,188,67,188,83
29,ExtraTreesRegressor,ExtraTrees,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_split"": 12, ""min_samples_leaf"": 1, ""max_features"": 1.0}",no_improvement,WARN,,4.445775539962218,3.1439715201427516,0.9217548116457749,0.8959792791720642,3.8934743211955554,2.8021998247066167,0.9415257845637631,0.911641282947988,0.2824427480916031,0,0,188,66,188,82
30,XGBRegressor,XGBoost,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 8.558410134801914, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 0.6716236536255132}",no_improvement,WARN,,3.757773101385714,2.5391323734589393,0.9440591320518834,0.9158038550186695,3.3647782115809903,2.34578822434742,0.9563280423403736,0.9261269153284628,0.2824427480916031,0,0,188,68,188,84
31,HistGradientBoostingRegressor,HistGradientBoosting,"{""learning_rate"": 0.16959008207903087, ""max_depth"": null, ""max_leaf_nodes"": 19, ""min_samples_leaf"": 5, ""l2_regularization"": 0.519199753097595}",no_improvement,WARN,,3.7862109831980453,2.5081593247859093,0.9433270147498802,0.9153575686430231,3.2572882834750634,2.242701653545857,0.9590737296966896,0.9290510206987737,0.2824427480916031,0,0,188,66,188,82
32,XGBRegressor,XGBoost,"{""n_estimators"": 450, ""learning_rate"": 0.1248684048050033, ""max_depth"": 7, ""min_child_weight"": 7.16484171624315, ""subsample"": 0.982475782788166, ""colsample_bytree"": 0.6640402276096602, ""reg_alpha"": 1.0003306001925636e-06, ""reg_lambda"": 1.7986698288828669}",no_improvement,WARN,,3.7733520892342005,2.3245256467158937,0.9436215279535757,0.9166648902312495,2.5280135163140307,1.6242131372197763,0.9753482044479799,0.9477266281036937,0.2824427480916031,0,0,188,65,188,81
33,XGBRegressor,XGBoost,"{""n_estimators"": 450, ""learning_rate"": 0.1673043174170516, ""max_depth"": 7, ""min_child_weight"": 8.235684005552296, ""subsample"": 0.9312141487409786, ""colsample_bytree"": 0.6607551690408205, ""reg_alpha"": 6.404816897844095e-06, ""reg_lambda"": 8.296693175841812}",new_best,WARN,,3.5796487710496976,2.2332515473604424,0.9492644571724892,0.9216090081725841,2.6318316172566263,1.6269304998630503,0.9732818752071879,0.9456251819921964,0.2824427480916031,0,0,188,65,188,81
34,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.18366690193970836, ""max_depth"": 6, ""min_child_weight"": 8.630654843364045, ""subsample"": 0.9261386582166635, ""colsample_bytree"": 0.6312987146977622, ""reg_alpha"": 1.2513843296779069e-05, ""reg_lambda"": 9.645074984313213}",no_improvement,WARN,,3.61270808960872,2.2593538735523984,0.9482549562549831,0.9206918149207686,2.8924750022868153,1.7578089042252796,0.9677277680197333,0.9395386044668034,0.2824427480916031,0,0,188,66,188,83
35,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.20418259746540676, ""max_depth"": 4, ""min_child_weight"": 6.252248645638063, ""subsample"": 0.9154928038182781, ""colsample_bytree"": 0.634076547162079, ""reg_alpha"": 1.5575279361474264e-05, ""reg_lambda"": 9.973262867585243}",no_improvement,WARN,,3.5998680384946455,2.3376885436768786,0.948556439215291,0.9205210763260961,2.6476340356560097,1.7804082389958154,0.9729600624181556,0.9444384537486027,0.2824427480916031,0,0,188,66,188,82
36,HistGradientBoostingRegressor,HistGradientBoosting,"{""learning_rate"": 0.013232374991186966, ""max_depth"": null, ""max_leaf_nodes"": 63, ""min_samples_leaf"": 30, ""l2_regularization"": 0.012152086305182745}",no_improvement,WARN,,7.043115325306533,5.559192701363808,0.8040814049936378,0.8103518643060049,6.82480004879144,5.4444907508692495,0.8203324531158194,0.8189583525974067,0.2824427480916031,0,0,188,71,188,88
37,LGBMRegressor,LightGBM,"{""n_estimators"": 100, ""learning_rate"": 0.14799960594248626, ""num_leaves"": 17, ""min_child_samples"": 30, ""subsample"": 0.6016721349241386, ""colsample_bytree"": 0.9081507981060292, ""reg_lambda"": 0.0013610661249763999}",no_improvement,WARN,,3.9349399761435913,2.6681440716828817,0.9386389119372527,0.910946906389771,3.4257877961622176,2.4487016251372618,0.954729979632379,0.9242045057017663,0.2824427480916031,0,0,188,67,188,84
38,XGBRegressor,XGBoost,"{""n_estimators"": 450, ""learning_rate"": 0.0833556925409479, ""max_depth"": 8, ""min_child_weight"": 9.237487913820317, ""subsample"": 0.9236196817739653, ""colsample_bytree"": 0.7127339118439913, ""reg_alpha"": 0.0004574829908089015, ""reg_lambda"": 3.3372387988292327}",no_improvement,WARN,,3.644553196559208,2.2600348040044893,0.9473383198971209,0.9199632370072064,2.7827178118595444,1.7528121356862936,0.9701304891995313,0.9418377210018019,0.2824427480916031,0,0,188,67,188,83
39,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.2887561541786819, ""max_depth"": 7, ""min_child_weight"": 8.931515231505038, ""subsample"": 0.8754379624451798, ""colsample_bytree"": 0.6346526309737304, ""reg_alpha"": 0.00013402325487160932, ""reg_lambda"": 9.615826213946061}",no_improvement,WARN,,3.7470641798465594,2.350322156169159,0.9443070336375484,0.9170960723864343,2.800026589378947,1.7622488120096453,0.9697577509902497,0.9414281433533039,0.2824427480916031,0,0,188,63,188,79
40,XGBRegressor,XGBoost,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 6.313030654220171, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 3.893678800457646}",no_improvement,WARN,,3.8670742128866578,2.617238082150485,0.9407678351728117,0.9128316072582585,3.2644926575791353,2.3223372373261055,0.9588924904544164,0.9284450341239879,0.2824427480916031,0,0,188,65,188,81
41,ExtraTreesRegressor,ExtraTrees,"{""n_estimators"": 300, ""max_depth"": 14, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": 0.5}",no_improvement,WARN,,3.955939008257984,2.339697384670038,0.9379182899499388,0.9122895834724226,3.269199193308863,1.8498335709734675,0.958773872677072,0.9310121993237075,0.2824427480916031,0,0,188,63,188,79
42,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.17788597393707933, ""max_depth"": 4, ""min_child_weight"": 6.361894281331523, ""subsample"": 0.9354421537686544, ""colsample_bytree"": 0.6339445151981317, ""reg_alpha"": 9.329409208723367e-06, ""reg_lambda"": 8.032021971838551}",no_improvement,WARN,,3.6233428917397674,2.3311557065020567,0.9480630264030232,0.9200784277286057,2.5881020522828635,1.7672629564828304,0.9741623763325904,0.9457141620100513,0.2824427480916031,0,0,188,64,188,80
43,XGBRegressor,XGBoost,"{""n_estimators"": 450, ""learning_rate"": 0.1873659779942234, ""max_depth"": 4, ""min_child_weight"": 9.996352781934108, ""subsample"": 0.9394540103681419, ""colsample_bytree"": 0.601491862304021, ""reg_alpha"": 9.132151184983183e-06, ""reg_lambda"": 9.932594523439901}",no_improvement,WARN,,3.6623208016034945,2.4038541434679046,0.9468732771776491,0.9187603472031414,2.867245399785346,1.9121279436738106,0.9682883015336577,0.9391913123428249,0.2824427480916031,0,0,188,65,188,81
44,RandomForestRegressor,RandomForest,"{""n_estimators"": 600, ""max_depth"": 4, ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": null}",no_improvement,WARN,,6.261125565908409,4.703174787189473,0.8449088057787829,0.8384796569370219,6.187228303449871,4.701976724104012,0.8523334743175677,0.8417574577572369,0.2824427480916031,0,0,188,65,188,81
45,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.08267739502279609, ""max_depth"": 4, ""min_child_weight"": 8.242041927150558, ""subsample"": 0.8848911504935163, ""colsample_bytree"": 0.6938741573989302, ""reg_alpha"": 7.619446322548171e-06, ""reg_lambda"": 3.4937382527805023}",no_improvement,WARN,,3.671200824147916,2.43051652742185,0.9466580062912472,0.9184197372000008,3.114568648030532,2.178242496733014,0.9625815676097326,0.9324831013858024,0.2824427480916031,0,0,188,64,188,80
46,LGBMRegressor,LightGBM,"{""n_estimators"": 300, ""learning_rate"": 0.045543043061162324, ""num_leaves"": 34, ""min_child_samples"": 7, ""subsample"": 0.9993723281283146, ""colsample_bytree"": 0.7889502515545653, ""reg_lambda"": 3.8256377046178986}",no_improvement,WARN,,3.7695043667965935,2.390453073520026,0.9437184705675425,0.9163758828964309,3.0360740681111333,2.0593736590337675,0.9644438688980308,0.9348218525723389,0.2824427480916031,0,0,188,66,188,82
47,XGBRegressor,XGBoost,"{""n_estimators"": 450, ""learning_rate"": 0.18333537725608434, ""max_depth"": 6, ""min_child_weight"": 6.492423023804271, ""subsample"": 0.8498861512102186, ""colsample_bytree"": 0.6378350877499035, ""reg_alpha"": 4.894587287745441e-05, ""reg_lambda"": 0.6233663789310511}",no_improvement,WARN,,3.7051660334375263,2.29126427821161,0.9456906838156239,0.9184365080961341,2.724374315391755,1.6637960573184618,0.9713698694409855,0.943536366059832,0.2824427480916031,0,0,188,64,188,81
48,CatBoostRegressor,CatBoost,"{""iterations"": 200, ""learning_rate"": 0.15258269619971052, ""depth"": 10, ""l2_leaf_reg"": 1.3987316178103324, ""bagging_temperature"": 4.601953836039033, ""random_strength"": 1.8363019381997352}",no_improvement,WARN,,3.866568740903726,2.3091029683168776,0.9407732840791792,0.9145810661853013,2.66353043728414,1.7094686283763214,0.9726343919702375,0.9445169966150031,0.2824427480916031,0,0,188,63,188,79
49,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.21095917514981855, ""max_depth"": 7, ""min_child_weight"": 3.5418231214606553, ""subsample"": 0.9511235026701541, ""colsample_bytree"": 0.7194365922508502, ""reg_alpha"": 0.12643033423230537, ""reg_lambda"": 6.081630636931396}",no_improvement,WARN,,3.719217233935389,2.301471397161532,0.9452756477611615,0.9180558947212993,2.954269661457743,1.8179630292652413,0.9663341144125593,0.937907981520742,0.2824427480916031,0,0,188,64,188,81
50,XGBRegressor,XGBoost,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 9.122891514065639, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 1.934228184978645}",no_improvement,WARN,,3.7956156500506553,2.5890718181269543,0.9428384637330277,0.9146211009719641,3.3279645331344816,2.3811577231122216,0.9572784351033021,0.9267321376129118,0.2824427480916031,0,0,188,65,188,81
51,ExtraTreesRegressor,ExtraTrees,"{""n_estimators"": 500, ""max_depth"": 6, ""min_samples_split"": 12, ""min_samples_leaf"": 5, ""max_features"": ""log2""}",no_improvement,WARN,,6.623738776635638,5.174117534790608,0.8267043041340966,0.8252368101427148,6.507029479710875,5.091824142180768,0.8366740012520837,0.830340858536158,0.2824427480916031,0,0,188,74,188,89
52,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.17331952007493548, ""max_depth"": 4, ""min_child_weight"": 6.711451003928267, ""subsample"": 0.9160615002690085, ""colsample_bytree"": 0.6380650972972595, ""reg_alpha"": 8.04353028183307e-06, ""reg_lambda"": 8.906876921358236}",no_improvement,WARN,,3.6047181411643017,2.349030391501196,0.9485481201307007,0.9203860126164111,2.7932644799033466,1.8490679270265928,0.9699036456487329,0.9410769615762046,0.2824427480916031,0,0,188,63,188,79
53,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.15709654290537609, ""max_depth"": 4, ""min_child_weight"": 8.02268798974707, ""subsample"": 0.9129266988287196, ""colsample_bytree"": 0.6378810141412932, ""reg_alpha"": 3.813185875804416e-06, ""reg_lambda"": 5.132125921208171}",no_improvement,WARN,,3.5657598291749415,2.3233546326568106,0.9497217274495137,0.921433338054689,2.7999752375058695,1.9104495703941098,0.9697588602524959,0.9405920006828039,0.2824427480916031,0,0,188,65,188,81
54,XGBRegressor,XGBoost,"{""n_estimators"": 450, ""learning_rate"": 0.09093633019834332, ""max_depth"": 4, ""min_child_weight"": 8.020314512265646, ""subsample"": 0.9076131377019832, ""colsample_bytree"": 0.6243106572917728, ""reg_alpha"": 3.599416144603185e-06, ""reg_lambda"": 4.165845729394475}",no_improvement,WARN,,3.639081536833776,2.433532532884201,0.9476507419203264,0.9191541327195677,3.0708582693294235,2.1678614927818773,0.9636244708652846,0.9334719262605844,0.2824427480916031,0,0,188,66,188,82
55,XGBRegressor,XGBoost,"{""n_estimators"": 400, ""learning_rate"": 0.2987084995488397, ""max_depth"": 6, ""min_child_weight"": 8.619813452940631, ""subsample"": 0.9970909736198513, ""colsample_bytree"": 0.656581973262031, ""reg_alpha"": 2.4376462069198237e-05, ""reg_lambda"": 4.603806677258165}",no_improvement,WARN,,3.8701230732389,2.413384217639344,0.9407746160281729,0.9139421737896936,2.733289318265003,1.689930663465767,0.9711821894269405,0.9432065207688969,0.2824427480916031,0,0,188,63,188,79
56,XGBRegressor,XGBoost,"{""n_estimators"": 500, ""learning_rate"": 0.15977239835613202, ""max_depth"": 3, ""min_child_weight"": 5.793667026333227, ""subsample"": 0.956584790047045, ""colsample_bytree"": 0.6012028907853066, ""reg_alpha"": 4.526951409995197e-06, ""reg_lambda"": 9.89786029707377}",no_improvement,WARN,,3.733919092784133,2.5359551235421245,0.9448177662828368,0.916386277994845,3.091815916465286,2.2173689681483215,0.9631262734092648,0.9327468148886812,0.2824427480916031,0,0,188,65,188,82
57,XGBRegressor,XGBoost,"{""n_estimators"": 400, ""learning_rate"": 0.23076111626595058, ""max_depth"": 6, ""min_child_weight"": 9.43760664102713, ""subsample"": 0.8626516626933223, ""colsample_bytree"": 0.6865093111436726, ""reg_alpha"": 6.885378369650362e-05, ""reg_lambda"": 2.378127817912855}",no_improvement,WARN,,3.767009716716676,2.368906004901982,0.9438435918424736,0.9165703721013727,2.6556890233126382,1.6735211912332502,0.972795283086573,0.9448790768616921,0.2824427480916031,0,0,188,63,188,80
58,RandomForestRegressor,RandomForest,"{""n_estimators"": 400, ""max_depth"": 8, ""min_samples_split"": 7, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",no_improvement,WARN,,4.666051045018096,3.431222614301293,0.9139418699234311,0.8889017918855767,4.330963849418595,3.251229221662099,0.927646608780463,0.8987623653598497,0.2824427480916031,0,0,188,67,188,83
